# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/viperleed/guilib/leedsim/input examples/Cu(111)-(3xr3)rect.tlm
#
# Structure: 3xr3
#
# Max. LEED Energy: 1100.0 eV
# Bulk lattice: Hexagonal (p3m1); a = 2.5500 AA; alpha = 120.00 deg
#        Basis: a = [2.5500 0.0000]; b = [-1.2750  2.2084]
# Surface lattice: Rectangular (p1); a = 7.6500 AA; b = 4.4167 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [7.6500 0.0000]; b = [0.0000 4.4167]
#            Superlattice: [[3 0] [1 2]]
# Domain 2 - Basis: a = [3.8250 6.6251]; b = [ 3.8250 -2.2084]
#            Superlattice: [[ 3  3] [ 1 -1]]
# Domain 3 - Basis: a = [ 3.8250 -6.6251]; b = [-3.8250 -2.2084]
#            Superlattice: [[ 0 -3] [-2 -1]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
(  1/3| -2/3), 0.33333,-0.66667,  0.82133, -1.42259,    9,    1+2+3,
(  2/3| -1/3), 0.66667,-0.33333,  1.64266, -0.00000,   10,    1+2+3,
( -1/6| -2/3),-0.16667,-0.66667, -0.41067, -2.13388,   11,        3,
(  2/3|  1/6), 0.66667, 0.16667,  1.64266,  1.42259,   11,        1,
(  5/6| -1/6), 0.83333,-0.16667,  2.05333,  0.71129,   11,        2,
( -2/3| -1/6),-0.66667,-0.16667, -1.64266, -1.42259,   12,        1,
( -5/6|  1/6),-0.83333, 0.16667, -2.05333, -0.71129,   12,        2,
(  1/6|  2/3), 0.16667, 0.66667,  0.41067,  2.13388,   12,        3,
( -2/3|  5/6),-0.66667, 0.83333, -1.64266,  1.42259,   13,        1,
( -5/6|  2/3),-0.83333, 0.66667, -2.05333,  0.71129,   13,        3,
(  1/6| -5/6), 0.16667,-0.83333,  0.41067, -2.13388,   13,        2,
( -1/6|  5/6),-0.16667, 0.83333, -0.41067,  2.13388,   14,        2,
(  2/3| -5/6), 0.66667,-0.83333,  1.64266, -1.42259,   14,        1,
(  5/6| -2/3), 0.83333,-0.66667,  2.05333, -0.71129,   14,        3,
( -1  |  1/2),-1.00000, 0.50000, -2.46399,  0.00000,   15,        1,
( -1/2| -1/2),-0.50000,-0.50000, -1.23200, -2.13388,   15,        2,
( -1/2|  1  ),-0.50000, 1.00000, -1.23200,  2.13388,   15,        3,
(  1  | -1/2), 1.00000,-0.50000,  2.46399, -0.00000,   16,        1,
(  1/2| -1  ), 0.50000,-1.00000,  1.23200, -2.13388,   16,        3,
(  1/2|  1/2), 0.50000, 0.50000,  1.23200,  2.13388,   16,        2,
( -1  |  0  ),-1.00000, 0.00000, -2.46399, -1.42259,   17,    1+2+3,
(  0  |  1  ), 0.00000, 1.00000,  0.00000,  2.84518,   17,    1+2+3,
(  0  | -1  ), 0.00000,-1.00000,  0.00000, -2.84518,   18,    1+2+3,
(  1  |  0  ), 1.00000, 0.00000,  2.46399,  1.42259,   18,    1+2+3,
(  0  |  1  ), 0.00000, 1.00000,  0.00000,  2.84518,   19,    1+2+3,
(  1  | -1  ), 1.00000,-1.00000,  2.46399, -1.42259,   19,    1+2+3,
( -1  |  1  ),-1.00000, 1.00000, -2.46399,  1.42259,   20,    1+2+3,
(  0  | -1  ), 0.00000,-1.00000,  0.00000, -2.84518,   20,    1+2+3,
( -5/6| -1/3),-0.83333,-0.33333, -2.05333, -2.13388,   21,        3,
(  1/3|  5/6), 0.33333, 0.83333,  0.82133,  2.84518,   21,        1,
(  7/6| -5/6), 1.16667,-0.83333,  2.87466, -0.71129,   21,        2,
( -1/3| -5/6),-0.33333,-0.83333, -0.82133, -2.84518,   22,        1,
( -7/6|  5/6),-1.16667, 0.83333, -2.87466,  0.71129,   22,        2,
(  5/6|  1/3), 0.83333, 0.33333,  2.05333,  2.13388,   22,        3,
( -1/3|  7/6),-0.33333, 1.16667, -0.82133,  2.84518,   23,        1,
( -7/6|  1/3),-1.16667, 0.33333, -2.87466, -0.71129,   23,        3,
(  5/6| -7/6), 0.83333,-1.16667,  2.05333, -2.13388,   23,        2,
( -5/6|  7/6),-0.83333, 1.16667, -2.05333,  2.13388,   24,        2,
(  1/3| -7/6), 0.33333,-1.16667,  0.82133, -2.84518,   24,        1,
(  7/6| -1/3), 1.16667,-0.33333,  2.87466,  0.71129,   24,        3,
( -2/3| -2/3),-0.66667,-0.66667, -1.64266, -2.84518,   25,    1+2+3,
(  2/3|  2/3), 0.66667, 0.66667,  1.64266,  2.84518,   26,    1+2+3,
( -4/3|  2/3),-1.33333, 0.66667, -3.28533,  0.00000,   27,    1+2+3,
( -2/3|  4/3),-0.66667, 1.33333, -1.64266,  2.84518,   28,    1+2+3,
(  2/3| -4/3), 0.66667,-1.33333,  1.64266, -2.84518,   29,    1+2+3,
(  4/3| -2/3), 1.33333,-0.66667,  3.28533, -0.00000,   30,    1+2+3,
( -1/6| -7/6),-0.16667,-1.16667, -0.41067, -3.55647,   31,        2,
( -4/3|  7/6),-1.33333, 1.16667, -3.28533,  1.42259,   31,        1,
( -7/6|  4/3),-1.16667, 1.33333, -2.87466,  2.13388,   31,        3,
( -1/6|  4/3),-0.16667, 1.33333, -0.41067,  3.55647,   32,        3,
( -4/3|  1/6),-1.33333, 0.16667, -3.28533, -1.42259,   32,        1,
( -7/6| -1/6),-1.16667,-0.16667, -2.87466, -2.13388,   32,        2,
(  1/6| -4/3), 0.16667,-1.33333,  0.41067, -3.55647,   33,        3,
(  4/3| -1/6), 1.33333,-0.16667,  3.28533,  1.42259,   33,        1,
(  7/6|  1/6), 1.16667, 0.16667,  2.87466,  2.13388,   33,        2,
(  1/6|  7/6), 0.16667, 1.16667,  0.41067,  3.55647,   34,        2,
(  4/3| -7/6), 1.33333,-1.16667,  3.28533, -1.42259,   34,        1,
(  7/6| -4/3), 1.16667,-1.33333,  2.87466, -2.13388,   34,        3,
( -1  | -1/2),-1.00000,-0.50000, -2.46399, -2.84518,   35,        1,
( -3/2|  1/2),-1.50000, 0.50000, -3.69599, -0.71129,   35,        2,
(  1/2|  1  ), 0.50000, 1.00000,  1.23200,  3.55647,   35,        3,
( -1/2| -1  ),-0.50000,-1.00000, -1.23200, -3.55647,   36,        3,
(  1  |  1/2), 1.00000, 0.50000,  2.46399,  2.84518,   36,        1,
(  3/2| -1/2), 1.50000,-0.50000,  3.69599,  0.71129,   36,        2,
( -1/2|  3/2),-0.50000, 1.50000, -1.23200,  3.55647,   37,        2,
(  1  | -3/2), 1.00000,-1.50000,  2.46399, -2.84518,   37,        1,
(  3/2| -1  ), 1.50000,-1.00000,  3.69599, -0.71129,   37,        3,
( -1  |  3/2),-1.00000, 1.50000, -2.46399,  2.84518,   38,        1,
( -3/2|  1  ),-1.50000, 1.00000, -3.69599,  0.71129,   38,        3,
(  1/2| -3/2), 0.50000,-1.50000,  1.23200, -3.55647,   38,        2,
( -5/3|  5/6),-1.66667, 0.83333, -4.10666,  0.00000,   39,        1,
( -5/6| -5/6),-0.83333,-0.83333, -2.05333, -3.55647,   39,        2,
( -5/6|  5/3),-0.83333, 1.66667, -2.05333,  3.55647,   39,        3,
(  5/3| -5/6), 1.66667,-0.83333,  4.10666, -0.00000,   40,        1,
(  5/6| -5/3), 0.83333,-1.66667,  2.05333, -3.55647,   40,        3,
(  5/6|  5/6), 0.83333, 0.83333,  2.05333,  3.55647,   40,        2,
( -3/2|  0  ),-1.50000, 0.00000, -3.69599, -2.13388,   41,        3,
(  0  |  3/2), 0.00000, 1.50000,  0.00000,  4.26776,   41,        1,
(  3/2| -3/2), 1.50000,-1.50000,  3.69599, -2.13388,   41,        2,
( -3/2|  3/2),-1.50000, 1.50000, -3.69599,  2.13388,   42,        2,
(  0  | -3/2), 0.00000,-1.50000,  0.00000, -4.26776,   42,        1,
(  3/2|  0  ), 1.50000, 0.00000,  3.69599,  2.13388,   42,        3,
( -1/3| -4/3),-0.33333,-1.33333, -0.82133, -4.26776,   43,    1+2+3,
(  1/3|  4/3), 0.33333, 1.33333,  0.82133,  4.26776,   44,    1+2+3,
( -5/3|  1/3),-1.66667, 0.33333, -4.10666, -1.42259,   45,    1+2+3,
( -4/3| -1/3),-1.33333,-0.33333, -3.28533, -2.84518,   46,    1+2+3,
(  4/3|  1/3), 1.33333, 0.33333,  3.28533,  2.84518,   47,    1+2+3,
(  5/3| -1/3), 1.66667,-0.33333,  4.10666,  1.42259,   48,    1+2+3,
( -5/3|  4/3),-1.66667, 1.33333, -4.10666,  1.42259,   49,    1+2+3,
( -4/3|  5/3),-1.33333, 1.66667, -3.28533,  2.84518,   50,    1+2+3,
( -1/3|  5/3),-0.33333, 1.66667, -0.82133,  4.26776,   51,    1+2+3,
(  1/3| -5/3), 0.33333,-1.66667,  0.82133, -4.26776,   52,    1+2+3,
(  4/3| -5/3), 1.33333,-1.66667,  3.28533, -2.84518,   53,    1+2+3,
(  5/3| -4/3), 1.66667,-1.33333,  4.10666, -1.42259,   54,    1+2+3,
(-11/6|  2/3),-1.83333, 0.66667, -4.51732, -0.71129,   55,        3,
( -2/3| 11/6),-0.66667, 1.83333, -1.64266,  4.26776,   55,        1,
(  7/6|-11/6), 1.16667,-1.83333,  2.87466, -3.55647,   55,        2,
( -7/6| -2/3),-1.16667,-0.66667, -2.87466, -3.55647,   56,        3,
( 11/6| -7/6), 1.83333,-1.16667,  4.51732, -0.71129,   56,        2,
(  2/3|  7/6), 0.66667, 1.16667,  1.64266,  4.26776,   56,        1,
(-11/6|  7/6),-1.83333, 1.16667, -4.51732,  0.71129,   57,        2,
( -2/3| -7/6),-0.66667,-1.16667, -1.64266, -4.26776,   57,        1,
(  7/6|  2/3), 1.16667, 0.66667,  2.87466,  3.55647,   57,        3,
( -7/6| 11/6),-1.16667, 1.83333, -2.87466,  3.55647,   58,        2,
( 11/6| -2/3), 1.83333,-0.66667,  4.51732,  0.71129,   58,        3,
(  2/3|-11/6), 0.66667,-1.83333,  1.64266, -4.26776,   58,        1,
( -1  | -1  ),-1.00000,-1.00000, -2.46399, -4.26776,   59,    1+2+3,
(  1  |  1  ), 1.00000, 1.00000,  2.46399,  4.26776,   60,    1+2+3,
( -2  |  1  ),-2.00000, 1.00000, -4.92799,  0.00000,   61,    1+2+3,
(  2  | -1  ), 2.00000,-1.00000,  4.92799, -0.00000,   62,    1+2+3,
( -1  |  2  ),-1.00000, 2.00000, -2.46399,  4.26776,   63,    1+2+3,
(  1  | -2  ), 1.00000,-2.00000,  2.46399, -4.26776,   64,    1+2+3,
(-11/6|  1/6),-1.83333, 0.16667, -4.51732, -2.13388,   65,        2,
( -5/3| -1/6),-1.66667,-0.16667, -4.10666, -2.84518,   65,        1,
(  1/6|  5/3), 0.16667, 1.66667,  0.41067,  4.97906,   65,        3,
( -1/6| -5/3),-0.16667,-1.66667, -0.41067, -4.97906,   66,        3,
( 11/6| -1/6), 1.83333,-0.16667,  4.51732,  2.13388,   66,        2,
(  5/3|  1/6), 1.66667, 0.16667,  4.10666,  2.84518,   66,        1,
( -1/6| 11/6),-0.16667, 1.83333, -0.41067,  4.97906,   67,        2,
( 11/6| -5/3), 1.83333,-1.66667,  4.51732, -2.13388,   67,        3,
(  5/3|-11/6), 1.66667,-1.83333,  4.10666, -2.84518,   67,        1,
(-11/6|  5/3),-1.83333, 1.66667, -4.51732,  2.13388,   68,        3,
( -5/3| 11/6),-1.66667, 1.83333, -4.10666,  2.84518,   68,        1,
(  1/6|-11/6), 0.16667,-1.83333,  0.41067, -4.97906,   68,        2,
( -1/2| -3/2),-0.50000,-1.50000, -1.23200, -4.97906,   69,        2,
( -2  |  3/2),-2.00000, 1.50000, -4.92799,  1.42259,   69,        1,
( -3/2|  2  ),-1.50000, 2.00000, -3.69599,  3.55647,   69,        3,
(  1/2|  3/2), 0.50000, 1.50000,  1.23200,  4.97906,   70,        2,
(  2  | -3/2), 2.00000,-1.50000,  4.92799, -1.42259,   70,        1,
(  3/2| -2  ), 1.50000,-2.00000,  3.69599, -3.55647,   70,        3,
( -1/2|  2  ),-0.50000, 2.00000, -1.23200,  4.97906,   71,        3,
( -2  |  1/2),-2.00000, 0.50000, -4.92799, -1.42259,   71,        1,
( -3/2| -1/2),-1.50000,-0.50000, -3.69599, -3.55647,   71,        2,
(  1/2| -2  ), 0.50000,-2.00000,  1.23200, -4.97906,   72,        3,
(  2  | -1/2), 2.00000,-0.50000,  4.92799,  1.42259,   72,        1,
(  3/2|  1/2), 1.50000, 0.50000,  3.69599,  3.55647,   72,        2,
(-13/6|  5/6),-2.16667, 0.83333, -5.33865, -0.71129,   73,        2,
( -4/3| -5/6),-1.33333,-0.83333, -3.28533, -4.26776,   73,        1,
(  5/6|  4/3), 0.83333, 1.33333,  2.05333,  4.97906,   73,        3,
(-13/6|  4/3),-2.16667, 1.33333, -5.33865,  0.71129,   74,        3,
( -4/3| 13/6),-1.33333, 2.16667, -3.28533,  4.26776,   74,        1,
(  5/6|-13/6), 0.83333,-2.16667,  2.05333, -4.97906,   74,        2,
( -5/6| -4/3),-0.83333,-1.33333, -2.05333, -4.97906,   75,        3,
( 13/6| -5/6), 2.16667,-0.83333,  5.33865,  0.71129,   75,        2,
(  4/3|  5/6), 1.33333, 0.83333,  3.28533,  4.26776,   75,        1,
( -5/6| 13/6),-0.83333, 2.16667, -2.05333,  4.97906,   76,        2,
( 13/6| -4/3), 2.16667,-1.33333,  5.33865, -0.71129,   76,        3,
(  4/3|-13/6), 1.33333,-2.16667,  3.28533, -4.26776,   76,        1,
( -2  |  0  ),-2.00000, 0.00000, -4.92799, -2.84518,   77,    1+2+3,
(  0  |  2  ), 0.00000, 2.00000,  0.00000,  5.69035,   77,    1+2+3,
(  0  | -2  ), 0.00000,-2.00000,  0.00000, -5.69035,   78,    1+2+3,
(  2  |  0  ), 2.00000, 0.00000,  4.92799,  2.84518,   78,    1+2+3,
(  0  |  2  ), 0.00000, 2.00000,  0.00000,  5.69035,   79,    1+2+3,
(  2  | -2  ), 2.00000,-2.00000,  4.92799, -2.84518,   79,    1+2+3,
( -2  |  2  ),-2.00000, 2.00000, -4.92799,  2.84518,   80,    1+2+3,
(  0  | -2  ), 0.00000,-2.00000,  0.00000, -5.69035,   80,    1+2+3,
(-11/6| -1/3),-1.83333,-0.33333, -4.51732, -3.55647,   81,        3,
(  1/3| 11/6), 0.33333, 1.83333,  0.82133,  5.69035,   81,        1,
( 13/6|-11/6), 2.16667,-1.83333,  5.33865, -2.13388,   81,        2,
( -1/3|-11/6),-0.33333,-1.83333, -0.82133, -5.69035,   82,        1,
(-13/6| 11/6),-2.16667, 1.83333, -5.33865,  2.13388,   82,        2,
( 11/6|  1/3), 1.83333, 0.33333,  4.51732,  3.55647,   82,        3,
( -7/3|  7/6),-2.33333, 1.16667, -5.74932,  0.00000,   83,        1,
( -7/6| -7/6),-1.16667,-1.16667, -2.87466, -4.97906,   83,        2,
( -7/6|  7/3),-1.16667, 2.33333, -2.87466,  4.97906,   83,        3,
(-11/6| 13/6),-1.83333, 2.16667, -4.51732,  3.55647,   84,        2,
(  1/3|-13/6), 0.33333,-2.16667,  0.82133, -5.69035,   84,        1,
( 13/6| -1/3), 2.16667,-0.33333,  5.33865,  2.13388,   84,        3,
( -1/3| 13/6),-0.33333, 2.16667, -0.82133,  5.69035,   85,        1,
(-13/6|  1/3),-2.16667, 0.33333, -5.33865, -2.13388,   85,        3,
( 11/6|-13/6), 1.83333,-2.16667,  4.51732, -3.55647,   85,        2,
(  7/3| -7/6), 2.33333,-1.16667,  5.74932, -0.00000,   86,        1,
(  7/6| -7/3), 1.16667,-2.33333,  2.87466, -4.97906,   86,        3,
(  7/6|  7/6), 1.16667, 1.16667,  2.87466,  4.97906,   86,        2,
( -7/3|  2/3),-2.33333, 0.66667, -5.74932, -1.42259,   87,    1+2+3,
( -5/3| -2/3),-1.66667,-0.66667, -4.10666, -4.26776,   88,    1+2+3,
( -2/3| -5/3),-0.66667,-1.66667, -1.64266, -5.69035,   89,    1+2+3,
(  2/3|  5/3), 0.66667, 1.66667,  1.64266,  5.69035,   90,    1+2+3,
(  5/3|  2/3), 1.66667, 0.66667,  4.10666,  4.26776,   91,    1+2+3,
(  7/3| -2/3), 2.33333,-0.66667,  5.74932,  1.42259,   92,    1+2+3,
( -7/3|  5/3),-2.33333, 1.66667, -5.74932,  1.42259,   93,    1+2+3,
( -2/3|  7/3),-0.66667, 2.33333, -1.64266,  5.69035,   94,    1+2+3,
(  2/3| -7/3), 0.66667,-2.33333,  1.64266, -5.69035,   95,    1+2+3,
(  7/3| -5/3), 2.33333,-1.66667,  5.74932, -1.42259,   96,    1+2+3,
( -5/3|  7/3),-1.66667, 2.33333, -4.10666,  4.26776,   97,    1+2+3,
(  5/3| -7/3), 1.66667,-2.33333,  4.10666, -4.26776,   98,    1+2+3,
( -3/2| -1  ),-1.50000,-1.00000, -3.69599, -4.97906,   99,        3,
(  1  |  3/2), 1.00000, 1.50000,  2.46399,  5.69035,   99,        1,
(  5/2| -3/2), 2.50000,-1.50000,  6.15999, -0.71129,   99,        2,
( -1  | -3/2),-1.00000,-1.50000, -2.46399, -5.69035,  100,        1,
( -5/2|  3/2),-2.50000, 1.50000, -6.15999,  0.71129,  100,        2,
(  3/2|  1  ), 1.50000, 1.00000,  3.69599,  4.97906,  100,        3,
( -3/2|  5/2),-1.50000, 2.50000, -3.69599,  4.97906,  101,        2,
(  1  | -5/2), 1.00000,-2.50000,  2.46399, -5.69035,  101,        1,
(  5/2| -1  ), 2.50000,-1.00000,  6.15999,  0.71129,  101,        3,
( -1  |  5/2),-1.00000, 2.50000, -2.46399,  5.69035,  102,        1,
( -5/2|  1  ),-2.50000, 1.00000, -6.15999, -0.71129,  102,        3,
(  3/2| -5/2), 1.50000,-2.50000,  3.69599, -4.97906,  102,        2,
( -1/6|-13/6),-0.16667,-2.16667, -0.41067, -6.40164,  103,        2,
(-13/6|  7/3),-2.16667, 2.33333, -5.33865,  3.55647,  103,        3,
( -7/3| 13/6),-2.33333, 2.16667, -5.74932,  2.84518,  103,        1,
(  1/6| 13/6), 0.16667, 2.16667,  0.41067,  6.40164,  104,        2,
( 13/6| -7/3), 2.16667,-2.33333,  5.33865, -3.55647,  104,        3,
(  7/3|-13/6), 2.33333,-2.16667,  5.74932, -2.84518,  104,        1,
( -1/6|  7/3),-0.16667, 2.33333, -0.41067,  6.40164,  105,        3,
(-13/6| -1/6),-2.16667,-0.16667, -5.33865, -3.55647,  105,        2,
( -7/3|  1/6),-2.33333, 0.16667, -5.74932, -2.84518,  105,        1,
(  1/6| -7/3), 0.16667,-2.33333,  0.41067, -6.40164,  106,        3,
( 13/6|  1/6), 2.16667, 0.16667,  5.33865,  3.55647,  106,        2,
(  7/3| -1/6), 2.33333,-0.16667,  5.74932,  2.84518,  106,        1,
( -2  | -1/2),-2.00000,-0.50000, -4.92799, -4.26776,  107,        1,
( -5/2|  1/2),-2.50000, 0.50000, -6.15999, -2.13388,  107,        2,
(  1/2|  2  ), 0.50000, 2.00000,  1.23200,  6.40164,  107,        3,
( -1/2| -2  ),-0.50000,-2.00000, -1.23200, -6.40164,  108,        3,
(  2  |  1/2), 2.00000, 0.50000,  4.92799,  4.26776,  108,        1,
(  5/2| -1/2), 2.50000,-0.50000,  6.15999,  2.13388,  108,        2,
( -2  |  5/2),-2.00000, 2.50000, -4.92799,  4.26776,  109,        1,
( -5/2|  2  ),-2.50000, 2.00000, -6.15999,  2.13388,  109,        3,
(  1/2| -5/2), 0.50000,-2.50000,  1.23200, -6.40164,  109,        2,
( -1/2|  5/2),-0.50000, 2.50000, -1.23200,  6.40164,  110,        2,
(  2  | -5/2), 2.00000,-2.50000,  4.92799, -4.26776,  110,        1,
(  5/2| -2  ), 2.50000,-2.00000,  6.15999, -2.13388,  110,        3,
( -4/3| -4/3),-1.33333,-1.33333, -3.28533, -5.69035,  111,    1+2+3,
(  4/3|  4/3), 1.33333, 1.33333,  3.28533,  5.69035,  112,    1+2+3,
( -8/3|  4/3),-2.66667, 1.33333, -6.57065,  0.00000,  113,    1+2+3,
( -4/3|  8/3),-1.33333, 2.66667, -3.28533,  5.69035,  114,    1+2+3,
(  4/3| -8/3), 1.33333,-2.66667,  3.28533, -5.69035,  115,    1+2+3,
(  8/3| -4/3), 2.66667,-1.33333,  6.57065, -0.00000,  116,    1+2+3,
(-11/6| -5/6),-1.83333,-0.83333, -4.51732, -4.97906,  117,        2,
( -5/6|  8/3),-0.83333, 2.66667, -2.05333,  6.40164,  117,        3,
( -8/3|  5/6),-2.66667, 0.83333, -6.57065, -1.42259,  117,        1,
( 11/6|  5/6), 1.83333, 0.83333,  4.51732,  4.97906,  118,        2,
(  5/6| -8/3), 0.83333,-2.66667,  2.05333, -6.40164,  118,        3,
(  8/3| -5/6), 2.66667,-0.83333,  6.57065,  1.42259,  118,        1,
(-11/6|  8/3),-1.83333, 2.66667, -4.51732,  4.97906,  119,        3,
( -5/6|-11/6),-0.83333,-1.83333, -2.05333, -6.40164,  119,        2,
( -8/3| 11/6),-2.66667, 1.83333, -6.57065,  1.42259,  119,        1,
( 11/6| -8/3), 1.83333,-2.66667,  4.51732, -4.97906,  120,        3,
(  5/6| 11/6), 0.83333, 1.83333,  2.05333,  6.40164,  120,        2,
(  8/3|-11/6), 2.66667,-1.83333,  6.57065, -1.42259,  120,        1,
(-17/6|  7/6),-2.83333, 1.16667, -6.98132, -0.71129,  121,        2,
( -5/3| -7/6),-1.66667,-1.16667, -4.10666, -5.69035,  121,        1,
(  7/6|  5/3), 1.16667, 1.66667,  2.87466,  6.40164,  121,        3,
( -7/6| -5/3),-1.16667,-1.66667, -2.87466, -6.40164,  122,        3,
( 17/6| -7/6), 2.83333,-1.16667,  6.98132,  0.71129,  122,        2,
(  5/3|  7/6), 1.66667, 1.16667,  4.10666,  5.69035,  122,        1,
(-17/6|  5/3),-2.83333, 1.66667, -6.98132,  0.71129,  123,        3,
( -5/3| 17/6),-1.66667, 2.83333, -4.10666,  5.69035,  123,        1,
(  7/6|-17/6), 1.16667,-2.83333,  2.87466, -6.40164,  123,        2,
( -7/6| 17/6),-1.16667, 2.83333, -2.87466,  6.40164,  124,        2,
( 17/6| -5/3), 2.83333,-1.66667,  6.98132, -0.71129,  124,        3,
(  5/3|-17/6), 1.66667,-2.83333,  4.10666, -5.69035,  124,        1,
( -5/2|  0  ),-2.50000, 0.00000, -6.15999, -3.55647,  125,        3,
(  0  |  5/2), 0.00000, 2.50000,  0.00000,  7.11294,  125,        1,
(  5/2| -5/2), 2.50000,-2.50000,  6.15999, -3.55647,  125,        2,
( -5/2|  5/2),-2.50000, 2.50000, -6.15999,  3.55647,  126,        2,
(  0  | -5/2), 0.00000,-2.50000,  0.00000, -7.11294,  126,        1,
(  5/2|  0  ), 2.50000, 0.00000,  6.15999,  3.55647,  126,        3,
( -8/3|  1/3),-2.66667, 0.33333, -6.57065, -2.84518,  127,    1+2+3,
( -7/3| -1/3),-2.33333,-0.33333, -5.74932, -4.26776,  128,    1+2+3,
(  7/3|  1/3), 2.33333, 0.33333,  5.74932,  4.26776,  129,    1+2+3,
(  8/3| -1/3), 2.66667,-0.33333,  6.57065,  2.84518,  130,    1+2+3,
( -7/3|  8/3),-2.33333, 2.66667, -5.74932,  4.26776,  131,    1+2+3,
( -1/3| -7/3),-0.33333,-2.33333, -0.82133, -7.11294,  132,    1+2+3,
( -1/3|  8/3),-0.33333, 2.66667, -0.82133,  7.11294,  133,    1+2+3,
(  1/3| -8/3), 0.33333,-2.66667,  0.82133, -7.11294,  134,    1+2+3,
(  1/3|  7/3), 0.33333, 2.33333,  0.82133,  7.11294,  135,    1+2+3,
(  7/3| -8/3), 2.33333,-2.66667,  5.74932, -4.26776,  136,    1+2+3,
( -8/3|  7/3),-2.66667, 2.33333, -6.57065,  2.84518,  137,    1+2+3,
(  8/3| -7/3), 2.66667,-2.33333,  6.57065, -2.84518,  138,    1+2+3,
(-13/6| -2/3),-2.16667,-0.66667, -5.33865, -4.97906,  139,        3,
( 17/6|-13/6), 2.83333,-2.16667,  6.98132, -2.13388,  139,        2,
(  2/3| 13/6), 0.66667, 2.16667,  1.64266,  7.11294,  139,        1,
(-17/6|  2/3),-2.83333, 0.66667, -6.98132, -2.13388,  140,        3,
