# This file was automatically generated by ViPErLEED v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/viperleed/guilib/leedsim/input examples/Ag(111)-(3xr3)rect - pm overlayer.tlm
#
# Structure: Ag(111)-(r3x3)rect
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p3m1); a = 2.8843 AA; alpha = 120.00 deg
#        Basis: a = [2.8843 0.0000]; b = [-1.4421  2.4979]
# Surface lattice: Rectangular (pm[1 0]); a = 4.9958 AA; b = 8.6529 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [4.3265 2.4979]; b = [-4.3264  7.4936]
#            Superlattice: [[2 1] [0 3]]
# Domain 2 - Basis: a = [-4.3264  2.4979]; b = [4.3265 7.4936]
#            Superlattice: [[-1  1] [ 3  3]]
# Domain 3 - Basis: a = [-0.0000 -4.9958]; b = [-8.6529  0.0000]
#            Superlattice: [[-1 -2] [-3  0]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
(  0  |  1  ), 0.00000, 1.00000,  0.00000,  2.51541,    9,    1+2+3,
(  1  | -1  ), 1.00000,-1.00000,  2.17841, -1.25771,    9,    1+2+3,
( -1  |  0  ),-1.00000, 0.00000, -2.17841, -1.25771,    9,    1+2+3,
(  5/6|  1/3), 0.83333, 0.33333,  1.81534,  1.88656,   10,        1,
(  7/6| -1/3), 1.16667,-0.33333,  2.54148,  0.62885,   10,        1,
( -5/6|  7/6),-0.83333, 1.16667, -1.81534,  1.88656,   10,        2,
( -7/6|  5/6),-1.16667, 0.83333, -2.54148,  0.62885,   10,        2,
(  1/3| -7/6), 0.33333,-1.16667,  0.72614, -2.51541,   10,        3,
( -1/3| -5/6),-0.33333,-0.83333, -0.72614, -2.51541,   10,        3,
(  1/3|  5/6), 0.33333, 0.83333,  0.72614,  2.51541,   11,        3,
( -1/3|  7/6),-0.33333, 1.16667, -0.72614,  2.51541,   11,        3,
(  7/6| -5/6), 1.16667,-0.83333,  2.54148, -0.62885,   11,        2,
(  5/6| -7/6), 0.83333,-1.16667,  1.81534, -1.88656,   11,        2,
( -7/6|  1/3),-1.16667, 0.33333, -2.54148, -0.62885,   11,        1,
( -5/6| -1/3),-0.83333,-0.33333, -1.81534, -1.88656,   11,        1,
(  2/3|  2/3), 0.66667, 0.66667,  1.45227,  2.51541,   12,    1+2+3,
(  4/3| -2/3), 1.33333,-0.66667,  2.90455, -0.00000,   12,    1+2+3,
( -2/3|  4/3),-0.66667, 1.33333, -1.45227,  2.51541,   12,    1+2+3,
(  2/3| -4/3), 0.66667,-1.33333,  1.45227, -2.51541,   12,    1+2+3,
( -4/3|  2/3),-1.33333, 0.66667, -2.90455,  0.00000,   12,    1+2+3,
( -2/3| -2/3),-0.66667,-0.66667, -1.45227, -2.51541,   12,    1+2+3,
(  7/6|  1/6), 1.16667, 0.16667,  2.54148,  1.88656,   13,        2,
(  4/3| -1/6), 1.33333,-0.16667,  2.90455,  1.25771,   13,        3,
( -7/6|  4/3),-1.16667, 1.33333, -2.54148,  1.88656,   13,        1,
( -4/3|  7/6),-1.33333, 1.16667, -2.90455,  1.25771,   13,        3,
(  1/6| -4/3), 0.16667,-1.33333,  0.36307, -3.14426,   13,        1,
( -1/6| -7/6),-0.16667,-1.16667, -0.36307, -3.14426,   13,        2,
(  1/6|  7/6), 0.16667, 1.16667,  0.36307,  3.14426,   14,        2,
( -1/6|  4/3),-0.16667, 1.33333, -0.36307,  3.14426,   14,        1,
(  4/3| -7/6), 1.33333,-1.16667,  2.90455, -1.25771,   14,        3,
(  7/6| -4/3), 1.16667,-1.33333,  2.54148, -1.88656,   14,        1,
( -4/3|  1/6),-1.33333, 0.16667, -2.90455, -1.25771,   14,        3,
( -7/6| -1/6),-1.16667,-0.16667, -2.54148, -1.88656,   14,        2,
(  1  |  1/2), 1.00000, 0.50000,  2.17841,  2.51541,   15,        3,
(  3/2| -1/2), 1.50000,-0.50000,  3.26761,  0.62885,   15,        2,
( -1  |  3/2),-1.00000, 1.50000, -2.17841,  2.51541,   15,        3,
( -3/2|  1  ),-1.50000, 1.00000, -3.26761,  0.62885,   15,        1,
(  1/2| -3/2), 0.50000,-1.50000,  1.08920, -3.14426,   15,        2,
( -1/2| -1  ),-0.50000,-1.00000, -1.08920, -3.14426,   15,        1,
(  1/2|  1  ), 0.50000, 1.00000,  1.08920,  3.14426,   16,        1,
( -1/2|  3/2),-0.50000, 1.50000, -1.08920,  3.14426,   16,        2,
(  3/2| -1  ), 1.50000,-1.00000,  3.26761, -0.62885,   16,        1,
(  1  | -3/2), 1.00000,-1.50000,  2.17841, -2.51541,   16,        3,
( -3/2|  1/2),-1.50000, 0.50000, -3.26761, -0.62885,   16,        2,
( -1  | -1/2),-1.00000,-0.50000, -2.17841, -2.51541,   16,        3,
(  5/6|  5/6), 0.83333, 0.83333,  1.81534,  3.14426,   17,        2,
(  5/3| -5/6), 1.66667,-0.83333,  3.63068, -0.00000,   17,        3,
( -5/6|  5/3),-0.83333, 1.66667, -1.81534,  3.14426,   17,        1,
(  5/6| -5/3), 0.83333,-1.66667,  1.81534, -3.14426,   17,        1,
( -5/3|  5/6),-1.66667, 0.83333, -3.63068,  0.00000,   17,        3,
( -5/6| -5/6),-0.83333,-0.83333, -1.81534, -3.14426,   17,        2,
(  3/2|  0  ), 1.50000, 0.00000,  3.26761,  1.88656,   18,        1,
( -3/2|  3/2),-1.50000, 1.50000, -3.26761,  1.88656,   18,        2,
(  0  | -3/2), 0.00000,-1.50000,  0.00000, -3.77312,   18,        3,
(  0  |  3/2), 0.00000, 1.50000,  0.00000,  3.77312,   19,        3,
(  3/2| -3/2), 1.50000,-1.50000,  3.26761, -1.88656,   19,        2,
( -3/2|  0  ),-1.50000, 0.00000, -3.26761, -1.88656,   19,        1,
(  1/3|  4/3), 0.33333, 1.33333,  0.72614,  3.77312,   20,    1+2+3,
( -1/3|  5/3),-0.33333, 1.66667, -0.72614,  3.77312,   20,    1+2+3,
(  5/3| -4/3), 1.66667,-1.33333,  3.63068, -1.25771,   20,    1+2+3,
(  4/3| -5/3), 1.33333,-1.66667,  2.90455, -2.51541,   20,    1+2+3,
( -5/3|  1/3),-1.66667, 0.33333, -3.63068, -1.25771,   20,    1+2+3,
( -4/3| -1/3),-1.33333,-0.33333, -2.90455, -2.51541,   20,    1+2+3,
(  4/3|  1/3), 1.33333, 0.33333,  2.90455,  2.51541,   21,    1+2+3,
(  5/3| -1/3), 1.66667,-0.33333,  3.63068,  1.25771,   21,    1+2+3,
( -4/3|  5/3),-1.33333, 1.66667, -2.90455,  2.51541,   21,    1+2+3,
( -5/3|  4/3),-1.66667, 1.33333, -3.63068,  1.25771,   21,    1+2+3,
(  1/3| -5/3), 0.33333,-1.66667,  0.72614, -3.77312,   21,    1+2+3,
( -1/3| -4/3),-0.33333,-1.33333, -0.72614, -3.77312,   21,    1+2+3,
(  2/3|  7/6), 0.66667, 1.16667,  1.45227,  3.77312,   22,        3,
( -2/3| 11/6),-0.66667, 1.83333, -1.45227,  3.77312,   22,        3,
( 11/6| -7/6), 1.83333,-1.16667,  3.99375, -0.62885,   22,        2,
(  7/6|-11/6), 1.16667,-1.83333,  2.54148, -3.14426,   22,        2,
(-11/6|  2/3),-1.83333, 0.66667, -3.99375, -0.62885,   22,        1,
( -7/6| -2/3),-1.16667,-0.66667, -2.54148, -3.14426,   22,        1,
(  7/6|  2/3), 1.16667, 0.66667,  2.54148,  3.14426,   23,        1,
( 11/6| -2/3), 1.83333,-0.66667,  3.99375,  0.62885,   23,        1,
( -7/6| 11/6),-1.16667, 1.83333, -2.54148,  3.14426,   23,        2,
(-11/6|  7/6),-1.83333, 1.16667, -3.99375,  0.62885,   23,        2,
(  2/3|-11/6), 0.66667,-1.83333,  1.45227, -3.77312,   23,        3,
( -2/3| -7/6),-0.66667,-1.16667, -1.45227, -3.77312,   23,        3,
(  1  |  1  ), 1.00000, 1.00000,  2.17841,  3.77312,   24,    1+2+3,
(  2  | -1  ), 2.00000,-1.00000,  4.35682, -0.00000,   24,    1+2+3,
( -1  |  2  ),-1.00000, 2.00000, -2.17841,  3.77312,   24,    1+2+3,
(  1  | -2  ), 1.00000,-2.00000,  2.17841, -3.77312,   24,    1+2+3,
( -2  |  1  ),-2.00000, 1.00000, -4.35682,  0.00000,   24,    1+2+3,
( -1  | -1  ),-1.00000,-1.00000, -2.17841, -3.77312,   24,    1+2+3,
(  5/3|  1/6), 1.66667, 0.16667,  3.63068,  2.51541,   25,        3,
( 11/6| -1/6), 1.83333,-0.16667,  3.99375,  1.88656,   25,        2,
( -5/3| 11/6),-1.66667, 1.83333, -3.63068,  2.51541,   25,        3,
(-11/6|  5/3),-1.83333, 1.66667, -3.99375,  1.88656,   25,        1,
(  1/6|-11/6), 0.16667,-1.83333,  0.36307, -4.40197,   25,        2,
( -1/6| -5/3),-0.16667,-1.66667, -0.36307, -4.40197,   25,        1,
(  1/6|  5/3), 0.16667, 1.66667,  0.36307,  4.40197,   26,        1,
( -1/6| 11/6),-0.16667, 1.83333, -0.36307,  4.40197,   26,        2,
( 11/6| -5/3), 1.83333,-1.66667,  3.99375, -1.88656,   26,        1,
(  5/3|-11/6), 1.66667,-1.83333,  3.63068, -2.51541,   26,        3,
(-11/6|  1/6),-1.83333, 0.16667, -3.99375, -1.88656,   26,        2,
( -5/3| -1/6),-1.66667,-0.16667, -3.63068, -2.51541,   26,        3,
(  3/2|  1/2), 1.50000, 0.50000,  3.26761,  3.14426,   27,        2,
(  2  | -1/2), 2.00000,-0.50000,  4.35682,  1.25771,   27,        3,
( -3/2|  2  ),-1.50000, 2.00000, -3.26761,  3.14426,   27,        1,
( -2  |  3/2),-2.00000, 1.50000, -4.35682,  1.25771,   27,        3,
(  1/2| -2  ), 0.50000,-2.00000,  1.08920, -4.40197,   27,        1,
( -1/2| -3/2),-0.50000,-1.50000, -1.08920, -4.40197,   27,        2,
(  1/2|  3/2), 0.50000, 1.50000,  1.08920,  4.40197,   28,        2,
( -1/2|  2  ),-0.50000, 2.00000, -1.08920,  4.40197,   28,        1,
(  2  | -3/2), 2.00000,-1.50000,  4.35682, -1.25771,   28,        3,
(  3/2| -2  ), 1.50000,-2.00000,  3.26761, -3.14426,   28,        1,
( -2  |  1/2),-2.00000, 0.50000, -4.35682, -1.25771,   28,        3,
( -3/2| -1/2),-1.50000,-0.50000, -3.26761, -3.14426,   28,        2,
(  4/3|  5/6), 1.33333, 0.83333,  2.90455,  3.77312,   29,        3,
( 13/6| -5/6), 2.16667,-0.83333,  4.71989,  0.62885,   29,        2,
( -4/3| 13/6),-1.33333, 2.16667, -2.90455,  3.77312,   29,        3,
(-13/6|  4/3),-2.16667, 1.33333, -4.71989,  0.62885,   29,        1,
(  5/6|-13/6), 0.83333,-2.16667,  1.81534, -4.40197,   29,        2,
( -5/6| -4/3),-0.83333,-1.33333, -1.81534, -4.40197,   29,        1,
(  5/6|  4/3), 0.83333, 1.33333,  1.81534,  4.40197,   30,        1,
( -5/6| 13/6),-0.83333, 2.16667, -1.81534,  4.40197,   30,        2,
( 13/6| -4/3), 2.16667,-1.33333,  4.71989, -0.62885,   30,        1,
(  4/3|-13/6), 1.33333,-2.16667,  2.90455, -3.77312,   30,        3,
(-13/6|  5/6),-2.16667, 0.83333, -4.71989, -0.62885,   30,        2,
( -4/3| -5/6),-1.33333,-0.83333, -2.90455, -3.77312,   30,        3,
(  2  |  0  ), 2.00000, 0.00000,  4.35682,  2.51541,   31,    1+2+3,
( -2  |  2  ),-2.00000, 2.00000, -4.35682,  2.51541,   31,    1+2+3,
(  0  | -2  ), 0.00000,-2.00000,  0.00000, -5.03082,   31,    1+2+3,
(  0  |  2  ), 0.00000, 2.00000,  0.00000,  5.03082,   32,    1+2+3,
(  2  | -2  ), 2.00000,-2.00000,  4.35682, -2.51541,   32,    1+2+3,
( -2  |  0  ),-2.00000, 0.00000, -4.35682, -2.51541,   32,    1+2+3,
(  1/3| 11/6), 0.33333, 1.83333,  0.72614,  5.03082,   33,        3,
( -1/3| 13/6),-0.33333, 2.16667, -0.72614,  5.03082,   33,        3,
( 13/6|-11/6), 2.16667,-1.83333,  4.71989, -1.88656,   33,        2,
( 11/6|-13/6), 1.83333,-2.16667,  3.99375, -3.14426,   33,        2,
(-13/6|  1/3),-2.16667, 0.33333, -4.71989, -1.88656,   33,        1,
(-11/6| -1/3),-1.83333,-0.33333, -3.99375, -3.14426,   33,        1,
( 11/6|  1/3), 1.83333, 0.33333,  3.99375,  3.14426,   34,        1,
( 13/6| -1/3), 2.16667,-0.33333,  4.71989,  1.88656,   34,        1,
(-11/6| 13/6),-1.83333, 2.16667, -3.99375,  3.14426,   34,        2,
(-13/6| 11/6),-2.16667, 1.83333, -4.71989,  1.88656,   34,        2,
(  1/3|-13/6), 0.33333,-2.16667,  0.72614, -5.03082,   34,        3,
( -1/3|-11/6),-0.33333,-1.83333, -0.72614, -5.03082,   34,        3,
(  7/6|  7/6), 1.16667, 1.16667,  2.54148,  4.40197,   35,        2,
(  7/3| -7/6), 2.33333,-1.16667,  5.08295, -0.00000,   35,        3,
( -7/6|  7/3),-1.16667, 2.33333, -2.54148,  4.40197,   35,        1,
(  7/6| -7/3), 1.16667,-2.33333,  2.54148, -4.40197,   35,        1,
( -7/3|  7/6),-2.33333, 1.16667, -5.08295,  0.00000,   35,        3,
( -7/6| -7/6),-1.16667,-1.16667, -2.54148, -4.40197,   35,        2,
(  5/3|  2/3), 1.66667, 0.66667,  3.63068,  3.77312,   36,    1+2+3,
(  7/3| -2/3), 2.33333,-0.66667,  5.08295,  1.25771,   36,    1+2+3,
( -5/3|  7/3),-1.66667, 2.33333, -3.63068,  3.77312,   36,    1+2+3,
( -7/3|  5/3),-2.33333, 1.66667, -5.08295,  1.25771,   36,    1+2+3,
(  2/3| -7/3), 0.66667,-2.33333,  1.45227, -5.03082,   36,    1+2+3,
( -2/3| -5/3),-0.66667,-1.66667, -1.45227, -5.03082,   36,    1+2+3,
(  2/3|  5/3), 0.66667, 1.66667,  1.45227,  5.03082,   37,    1+2+3,
( -2/3|  7/3),-0.66667, 2.33333, -1.45227,  5.03082,   37,    1+2+3,
(  7/3| -5/3), 2.33333,-1.66667,  5.08295, -1.25771,   37,    1+2+3,
(  5/3| -7/3), 1.66667,-2.33333,  3.63068, -3.77312,   37,    1+2+3,
( -7/3|  2/3),-2.33333, 0.66667, -5.08295, -1.25771,   37,    1+2+3,
( -5/3| -2/3),-1.66667,-0.66667, -3.63068, -3.77312,   37,    1+2+3,
(  1  |  3/2), 1.00000, 1.50000,  2.17841,  5.03082,   38,        3,
( -1  |  5/2),-1.00000, 2.50000, -2.17841,  5.03082,   38,        3,
(  5/2| -3/2), 2.50000,-1.50000,  5.44602, -0.62885,   38,        2,
(  3/2| -5/2), 1.50000,-2.50000,  3.26761, -4.40197,   38,        2,
( -5/2|  1  ),-2.50000, 1.00000, -5.44602, -0.62885,   38,        1,
( -3/2| -1  ),-1.50000,-1.00000, -3.26761, -4.40197,   38,        1,
(  3/2|  1  ), 1.50000, 1.00000,  3.26761,  4.40197,   39,        1,
(  5/2| -1  ), 2.50000,-1.00000,  5.44602,  0.62885,   39,        1,
( -3/2|  5/2),-1.50000, 2.50000, -3.26761,  4.40197,   39,        2,
( -5/2|  3/2),-2.50000, 1.50000, -5.44602,  0.62885,   39,        2,
(  1  | -5/2), 1.00000,-2.50000,  2.17841, -5.03082,   39,        3,
( -1  | -3/2),-1.00000,-1.50000, -2.17841, -5.03082,   39,        3,
( 13/6|  1/6), 2.16667, 0.16667,  4.71989,  3.14426,   40,        2,
(  7/3| -1/6), 2.33333,-0.16667,  5.08295,  2.51541,   40,        3,
(-13/6|  7/3),-2.16667, 2.33333, -4.71989,  3.14426,   40,        1,
( -7/3| 13/6),-2.33333, 2.16667, -5.08295,  2.51541,   40,        3,
(  1/6| -7/3), 0.16667,-2.33333,  0.36307, -5.65967,   40,        1,
( -1/6|-13/6),-0.16667,-2.16667, -0.36307, -5.65967,   40,        2,
(  1/6| 13/6), 0.16667, 2.16667,  0.36307,  5.65967,   41,        2,
( -1/6|  7/3),-0.16667, 2.33333, -0.36307,  5.65967,   41,        1,
(  7/3|-13/6), 2.33333,-2.16667,  5.08295, -2.51541,   41,        3,
( 13/6| -7/3), 2.16667,-2.33333,  4.71989, -3.14426,   41,        1,
( -7/3|  1/6),-2.33333, 0.16667, -5.08295, -2.51541,   41,        3,
(-13/6| -1/6),-2.16667,-0.16667, -4.71989, -3.14426,   41,        2,
(  2  |  1/2), 2.00000, 0.50000,  4.35682,  3.77312,   42,        3,
(  5/2| -1/2), 2.50000,-0.50000,  5.44602,  1.88656,   42,        2,
( -2  |  5/2),-2.00000, 2.50000, -4.35682,  3.77312,   42,        3,
( -5/2|  2  ),-2.50000, 2.00000, -5.44602,  1.88656,   42,        1,
(  1/2| -5/2), 0.50000,-2.50000,  1.08920, -5.65967,   42,        2,
( -1/2| -2  ),-0.50000,-2.00000, -1.08920, -5.65967,   42,        1,
(  1/2|  2  ), 0.50000, 2.00000,  1.08920,  5.65967,   43,        1,
( -1/2|  5/2),-0.50000, 2.50000, -1.08920,  5.65967,   43,        2,
(  5/2| -2  ), 2.50000,-2.00000,  5.44602, -1.88656,   43,        1,
(  2  | -5/2), 2.00000,-2.50000,  4.35682, -3.77312,   43,        3,
( -5/2|  1/2),-2.50000, 0.50000, -5.44602, -1.88656,   43,        2,
( -2  | -1/2),-2.00000,-0.50000, -4.35682, -3.77312,   43,        3,
(  4/3|  4/3), 1.33333, 1.33333,  2.90455,  5.03082,   44,    1+2+3,
(  8/3| -4/3), 2.66667,-1.33333,  5.80909, -0.00000,   44,    1+2+3,
( -4/3|  8/3),-1.33333, 2.66667, -2.90455,  5.03082,   44,    1+2+3,
(  4/3| -8/3), 1.33333,-2.66667,  2.90455, -5.03082,   44,    1+2+3,
( -8/3|  4/3),-2.66667, 1.33333, -5.80909,  0.00000,   44,    1+2+3,
( -4/3| -4/3),-1.33333,-1.33333, -2.90455, -5.03082,   44,    1+2+3,
( 11/6|  5/6), 1.83333, 0.83333,  3.99375,  4.40197,   45,        2,
(  8/3| -5/6), 2.66667,-0.83333,  5.80909,  1.25771,   45,        3,
(-11/6|  8/3),-1.83333, 2.66667, -3.99375,  4.40197,   45,        1,
( -8/3| 11/6),-2.66667, 1.83333, -5.80909,  1.25771,   45,        3,
(  5/6| -8/3), 0.83333,-2.66667,  1.81534, -5.65967,   45,        1,
( -5/6|-11/6),-0.83333,-1.83333, -1.81534, -5.65967,   45,        2,
(  5/6| 11/6), 0.83333, 1.83333,  1.81534,  5.65967,   46,        2,
( -5/6|  8/3),-0.83333, 2.66667, -1.81534,  5.65967,   46,        1,
(  8/3|-11/6), 2.66667,-1.83333,  5.80909, -1.25771,   46,        3,
( 11/6| -8/3), 1.83333,-2.66667,  3.99375, -4.40197,   46,        1,
( -8/3|  5/6),-2.66667, 0.83333, -5.80909, -1.25771,   46,        3,
(-11/6| -5/6),-1.83333,-0.83333, -3.99375, -4.40197,   46,        2,
(  5/3|  7/6), 1.66667, 1.16667,  3.63068,  5.03082,   47,        3,
( 17/6| -7/6), 2.83333,-1.16667,  6.17216,  0.62885,   47,        2,
( -5/3| 17/6),-1.66667, 2.83333, -3.63068,  5.03082,   47,        3,
(-17/6|  5/3),-2.83333, 1.66667, -6.17216,  0.62885,   47,        1,
(  7/6|-17/6), 1.16667,-2.83333,  2.54148, -5.65967,   47,        2,
( -7/6| -5/3),-1.16667,-1.66667, -2.54148, -5.65967,   47,        1,
(  7/6|  5/3), 1.16667, 1.66667,  2.54148,  5.65967,   48,        1,
( -7/6| 17/6),-1.16667, 2.83333, -2.54148,  5.65967,   48,        2,
( 17/6| -5/3), 2.83333,-1.66667,  6.17216, -0.62885,   48,        1,
(  5/3|-17/6), 1.66667,-2.83333,  3.63068, -5.03082,   48,        3,
(-17/6|  7/6),-2.83333, 1.16667, -6.17216, -0.62885,   48,        2,
( -5/3| -7/6),-1.66667,-1.16667, -3.63068, -5.03082,   48,        3,
(  0  |  5/2), 0.00000, 2.50000,  0.00000,  6.28853,   49,        3,
(  5/2| -5/2), 2.50000,-2.50000,  5.44602, -3.14426,   49,        2,
( -5/2|  0  ),-2.50000, 0.00000, -5.44602, -3.14426,   49,        1,
(  5/2|  0  ), 2.50000, 0.00000,  5.44602,  3.14426,   50,        1,
( -5/2|  5/2),-2.50000, 2.50000, -5.44602,  3.14426,   50,        2,
(  0  | -5/2), 0.00000,-2.50000,  0.00000, -6.28853,   50,        3,
(  7/3|  1/3), 2.33333, 0.33333,  5.08295,  3.77312,   51,    1+2+3,
(  8/3| -1/3), 2.66667,-0.33333,  5.80909,  2.51541,   51,    1+2+3,
( -7/3|  8/3),-2.33333, 2.66667, -5.08295,  3.77312,   51,    1+2+3,
( -8/3|  7/3),-2.66667, 2.33333, -5.80909,  2.51541,   51,    1+2+3,
(  1/3| -8/3), 0.33333,-2.66667,  0.72614, -6.28853,   51,    1+2+3,
( -1/3| -7/3),-0.33333,-2.33333, -0.72614, -6.28853,   51,    1+2+3,
(  1/3|  7/3), 0.33333, 2.33333,  0.72614,  6.28853,   52,    1+2+3,
( -1/3|  8/3),-0.33333, 2.66667, -0.72614,  6.28853,   52,    1+2+3,
(  8/3| -7/3), 2.66667,-2.33333,  5.80909, -2.51541,   52,    1+2+3,
(  7/3| -8/3), 2.33333,-2.66667,  5.08295, -3.77312,   52,    1+2+3,
( -8/3|  1/3),-2.66667, 0.33333, -5.80909, -2.51541,   52,    1+2+3,
( -7/3| -1/3),-2.33333,-0.33333, -5.08295, -3.77312,   52,    1+2+3,
(  2/3| 13/6), 0.66667, 2.16667,  1.45227,  6.28853,   53,        3,
( -2/3| 17/6),-0.66667, 2.83333, -1.45227,  6.28853,   53,        3,
( 17/6|-13/6), 2.83333,-2.16667,  6.17216, -1.88656,   53,        2,
( 13/6|-17/6), 2.16667,-2.83333,  4.71989, -4.40197,   53,        2,
(-17/6|  2/3),-2.83333, 0.66667, -6.17216, -1.88656,   53,        1,
(-13/6| -2/3),-2.16667,-0.66667, -4.71989, -4.40197,   53,        1,
( 13/6|  2/3), 2.16667, 0.66667,  4.71989,  4.40197,   54,        1,
( 17/6| -2/3), 2.83333,-0.66667,  6.17216,  1.88656,   54,        1,
